789448	738035	1
469656	153741	14
857620	709386	3
677551	860007	14
802041	319504	5
625919	402984	3
258779	106777	10
598657	442558	2
369199	734895	9
859213	538040	12
198493	326704	2
460371	780609	7
289719	866638	9
842824	177832	8
551291	576721	2
821906	732848	1
395641	808571	8
170271	306395	2
304399	545221	8
669288	860515	13
407565	766203	8
858516	151301	8
405117	364266	4
366688	562413	8
165607	362883	2
345042	566973	8
77109	512651	5
206660	575002	7
495995	160032	14
672818	881943	15
671919	571761	1
504728	174541	15
56907	586609	5
714443	433876	3
266977	887963	10
517882	175467	15
400473	408327	4
627727	578737	1
838442	506780	10
619924	406713	3
841130	529745	10
370252	347498	4
844234	153197	8
850787	125678	8
376613	159699	13
350798	535657	8
803470	319069	5
680828	839011	12
679818	860064	14
272394	837600	9
343217	153037	12
341675	560197	8
803627	319323	5
102221	374657	3
201753	569116	7
617764	397102	3
682420	846881	13
237750	837381	10
866851	129505	8
392576	406460	4
244246	847589	10
636500	587401	1
131109	568012	6
178515	370287	2
567428	580005	1
599612	859210	10
245707	844466	10
399460	399410	4
198712	303299	3
153181	277968	2
407814	765816	8
436951	814456	6
803932	318781	5
663095	949045	14
165653	317602	2
319838	170383	11
822025	749214	0
420489	448078	5
149269	341445	2
689363	817577	9
606486	420054	2
653745	809028	8
803774	334756	5
804925	735492	1
183610	321788	2
174410	372064	2
370259	585265	9
658735	399039	3
500360	213540	12
412028	773494	8
889805	522039	14
790206	747165	1
613037	419086	2
649088	575733	1
222356	840843	10
562356	383175	3
803202	549001	7
344770	570309	8
165158	343946	2
674496	870664	14
396903	591235	9
767482	727417	1
815455	755486	0
660650	615038	1
245118	811283	10
807293	347456	5
593398	559764	1
804979	334141	5
508797	176269	15
403160	392159	4
563460	480559	2
639502	371440	3
38179	532155	6
122986	334382	2
489504	146224	14
448231	384406	4
790149	565157	5
797009	293194	5
861966	562885	10
459230	803720	6
834171	189042	8
408224	399767	4
916704	609548	12
908506	549611	15
318665	158107	12
665845	557965	1
299578	572052	8
267049	950249	11
905770	531812	15
226949	889283	11
257093	801567	9
600039	557139	1
258135	880184	10
736557	897961	15
604546	847329	10
292402	184441	10
685821	816579	9
68388	574380	6
811745	461099	8
415672	787824	8
473316	162622	14
829379	718721	2
422736	790806	8
819439	735945	1
605911	379990	3
483807	198925	13
228715	837572	10
203667	577260	7
261896	897475	10
178495	373915	2
658403	611332	1
798633	317300	5
802537	312497	5
601444	572693	1
657094	857640	13
320628	564596	8
812295	728049	1
189752	865463	10
635324	420555	2
335918	566525	8
419118	421655	4
219498	851932	10
405542	600089	9
634973	450542	2
822843	763117	0
532010	176195	15
718257	857481	14
320718	158610	12
412111	418466	4
810817	509540	8
188985	367645	2
658884	390135	3
142899	329415	2
612799	537497	1
880833	537039	13
159428	300364	2
326959	154655	12
842590	716861	2
472054	129986	13
340066	152500	12
854374	550707	11
452398	378671	4
626843	367696	3
795200	786424	2
800816	176612	10
443618	157237	14
568570	579335	1
645464	660478	1
154167	353183	2
285152	520229	7
838821	563842	9
856437	532452	12
499637	194036	14
186536	330019	2
337910	562252	8
144570	573936	6
839757	190518	8
270201	236813	6
612936	398723	3
247855	794626	9
636871	929410	13
800772	325023	5
366934	581294	9
400598	790903	8
639431	588155	1
244966	841126	10
383992	398245	4
273165	852766	10
436648	859634	5
589658	640498	1
448651	847994	5
840357	169437	8
694897	834591	11
202053	322650	3
250003	859517	10
856991	546255	12
584077	398498	3
813868	188928	9
113068	317574	2
786635	269352	6
448336	789445	7
866044	584750	11
779936	774397	2
146924	565933	6
340032	561740	8
688098	908495	15
613536	395801	3
155508	372355	2
610722	418243	2
627206	402647	3
368363	409733	4
438437	730300	8
834996	728517	1
517750	199025	14
606300	566708	1
230149	886583	11
139460	557260	6
318215	180010	11
291782	159562	11
274495	182470	10
322841	169735	12
357466	354094	4
854342	541611	12
504373	165819	15
808489	317021	5
486997	164803	14
512241	169240	15
396540	815936	7
510496	174308	15
350283	559840	8
677459	896720	15
631446	561156	1
825414	734466	1
858278	544519	12
416855	794023	8
620939	385731	3
348263	386451	4
303269	531608	7
168149	345638	2
229131	842806	10
415534	110526	12
314791	163370	12
594084	629464	1
429515	393708	4
403365	215735	10
626586	415166	2
683580	872374	14
642881	403147	3
353951	133923	12
883375	158482	8
873984	580836	11
811748	766105	0
412851	774986	8
365147	790525	9
846622	553552	11
669713	851017	13
831446	182864	8
414374	439977	5
915504	527751	15
379388	567285	8
399020	404042	4
426172	363147	4
795909	462864	7
616044	533807	1
860473	545982	12
351815	574947	8
877835	151890	8
94249	600812	6
874544	686096	5
291170	110147	11
820707	705318	2
527515	831478	6
131874	552586	6
340996	170964	12
240221	843932	10
515348	184750	14
444610	400247	4
683048	937776	15
850959	157920	8
847097	176660	8
508551	174306	15
850925	157811	8
137699	556769	6
201907	516078	6
412767	593558	8
607911	576556	1
371779	814715	8
