846622	553552	7
669713	851017	10
831446	182864	11
414374	439977	6
915504	527751	17
379388	567285	6
399020	404042	6
426172	363147	6
795909	462864	4
616044	533807	2
860473	545982	8
351815	574947	6
877835	151890	6
94249	600812	4
874544	686096	5
291170	110147	12
820707	705318	4
527515	831478	9
131874	552586	4
340996	170964	10
240221	843932	9
515348	184750	11
444610	400247	5
683048	937776	15
850959	157920	9
847097	176660	10
508551	174306	11
850925	157811	9
137699	556769	5
201907	516078	6
412767	593558	6
607911	576556	2
371779	814715	8
